Date,Open,High,Low,Close,Adj Close,Volume
2022-06-11,0.000000,0.000000,0.000000,0.000000,0.000000,2580
2022-06-12,0.000000,0.000000,0.000000,0.000000,0.000000,3393
2022-06-13,0.000000,0.000000,0.000000,0.000000,0.000000,2556
2022-06-14,0.000000,0.000000,0.000000,0.000000,0.000000,3513
2022-06-15,0.000000,0.000000,0.000000,0.000000,0.000000,5107
2022-06-16,0.000000,0.000000,0.000000,0.000000,0.000000,6354
2022-06-17,0.000000,0.000000,0.000000,0.000000,0.000000,4835
2022-06-18,0.000000,0.000000,0.000000,0.000000,0.000000,3660
2022-06-19,0.000000,0.000000,0.000000,0.000000,0.000000,3931
2022-06-20,0.000000,0.000000,0.000000,0.000000,0.000000,3122
2022-06-21,0.000000,0.000000,0.000000,0.000000,0.000000,9417
2022-06-22,0.000000,0.000000,0.000000,0.000000,0.000000,9894
2022-06-23,0.000000,0.000000,0.000000,0.000000,0.000000,4185
2022-06-24,0.000000,0.000000,0.000000,0.000000,0.000000,5447
2022-06-25,0.000000,0.000000,0.000000,0.000000,0.000000,4273
2022-06-26,0.000000,0.000000,0.000000,0.000000,0.000000,1701
2022-06-27,0.000000,0.000000,0.000000,0.000000,0.000000,1445
2022-06-28,0.000000,0.000000,0.000000,0.000000,0.000000,2320
2022-06-29,0.000000,0.000000,0.000000,0.000000,0.000000,5082
2022-06-30,0.000000,0.000000,0.000000,0.000000,0.000000,4882
2022-07-01,0.000000,0.000000,0.000000,0.000000,0.000000,2597
2022-07-02,0.000000,0.000000,0.000000,0.000000,0.000000,2397
2022-07-03,0.000000,0.000000,0.000000,0.000000,0.000000,2712
2022-07-04,0.000000,0.000000,0.000000,0.000000,0.000000,2410
2022-07-05,0.000000,0.000000,0.000000,0.000000,0.000000,4439
2022-07-06,0.000000,0.000000,0.000000,0.000000,0.000000,3211
2022-07-07,0.000000,0.000000,0.000000,0.000000,0.000000,2333
2022-07-08,0.000000,0.000000,0.000000,0.000000,0.000000,5439
2022-07-09,0.000000,0.000000,0.000000,0.000000,0.000000,10821
2022-07-10,0.000000,0.000000,0.000000,0.000000,0.000000,7995
2022-07-11,0.000000,0.000000,0.000000,0.000000,0.000000,2689
2022-07-12,0.000000,0.000000,0.000000,0.000000,0.000000,1401
2022-07-13,0.000000,0.000000,0.000000,0.000000,0.000000,2858
2022-07-14,0.000000,0.000000,0.000000,0.000000,0.000000,3004
2022-07-15,0.000000,0.000000,0.000000,0.000000,0.000000,1530
2022-07-16,0.000000,0.000000,0.000000,0.000000,0.000000,852
2022-07-17,0.000000,0.000000,0.000000,0.000000,0.000000,1940
2022-07-18,0.000000,0.000000,0.000000,0.000000,0.000000,2594
2022-07-19,0.000000,0.000000,0.000000,0.000000,0.000000,1441
2022-07-20,0.000000,0.000000,0.000000,0.000000,0.000000,2406
2022-07-21,0.000000,0.000000,0.000000,0.000000,0.000000,5074
2022-07-22,0.000000,0.000000,0.000000,0.000000,0.000000,9297
2022-07-23,0.000000,0.000000,0.000000,0.000000,0.000000,3639
2022-07-24,0.000000,0.000000,0.000000,0.000000,0.000000,2795
2022-07-25,0.000000,0.000000,0.000000,0.000000,0.000000,1171
2022-07-26,0.000000,0.000000,0.000000,0.000000,0.000000,3469
2022-07-27,0.000000,0.000000,0.000000,0.000000,0.000000,4089
2022-07-28,0.000000,0.000000,0.000000,0.000000,0.000000,2813
2022-07-29,0.000000,0.000000,0.000000,0.000000,0.000000,3357
2022-07-30,0.000000,0.000000,0.000000,0.000000,0.000000,3200
2022-07-31,0.000000,0.000000,0.000000,0.000000,0.000000,2102
2022-08-01,0.000000,0.000000,0.000000,0.000000,0.000000,511
2022-08-02,0.000000,0.000000,0.000000,0.000000,0.000000,0
2022-08-03,0.000000,0.000000,0.000000,0.000000,0.000000,47
2022-08-04,0.000000,0.000000,0.000000,0.000000,0.000000,465
2022-08-05,0.000000,0.000000,0.000000,0.000000,0.000000,1235
2022-08-06,0.000000,0.000000,0.000000,0.000000,0.000000,305
2022-08-07,0.000000,0.000000,0.000000,0.000000,0.000000,837
2022-08-08,0.000000,0.000000,0.000000,0.000000,0.000000,1000
2022-08-09,0.000000,0.000000,0.000000,0.000000,0.000000,1943
2022-08-10,0.000000,0.000000,0.000000,0.000000,0.000000,4580
2022-08-11,0.000000,0.000000,0.000000,0.000000,0.000000,657
2022-08-12,0.000000,0.000000,0.000000,0.000000,0.000000,1282
2022-08-13,0.000000,0.000000,0.000000,0.000000,0.000000,1159
2022-08-14,0.000000,0.000000,0.000000,0.000000,0.000000,1418
2022-08-15,0.000000,0.000000,0.000000,0.000000,0.000000,632
2022-08-16,0.000000,0.000000,0.000000,0.000000,0.000000,1029
2022-08-17,0.000000,0.000000,0.000000,0.000000,0.000000,854
2022-08-18,0.000000,0.000000,0.000000,0.000000,0.000000,588
2022-08-19,0.000000,0.000000,0.000000,0.000000,0.000000,322
2022-08-20,0.000000,0.000000,0.000000,0.000000,0.000000,136
2022-08-21,0.000000,0.000000,0.000000,0.000000,0.000000,271
2022-08-22,0.000000,0.000000,0.000000,0.000000,0.000000,418
2022-08-23,0.000000,0.000000,0.000000,0.000000,0.000000,546
2022-08-24,0.000000,0.000000,0.000000,0.000000,0.000000,219
2022-08-25,0.000000,0.000000,0.000000,0.000000,0.000000,2128
2022-08-26,0.000000,0.000000,0.000000,0.000000,0.000000,325
2022-08-27,0.000000,0.000000,0.000000,0.000000,0.000000,157
2022-08-28,0.000000,0.000000,0.000000,0.000000,0.000000,72
2022-08-29,0.000000,0.000000,0.000000,0.000000,0.000000,4718
2022-08-30,0.000000,0.000000,0.000000,0.000000,0.000000,1092
2022-08-31,0.000000,0.000000,0.000000,0.000000,0.000000,856
2022-09-01,0.000000,0.000000,0.000000,0.000000,0.000000,212
2022-09-02,0.000000,0.000000,0.000000,0.000000,0.000000,585
2022-09-03,0.000000,0.000000,0.000000,0.000000,0.000000,112
2022-09-04,0.000000,0.000000,0.000000,0.000000,0.000000,606
2022-09-05,0.000000,0.000000,0.000000,0.000000,0.000000,3084
2022-09-06,0.000000,0.000000,0.000000,0.000000,0.000000,594
2022-09-07,0.000000,0.000000,0.000000,0.000000,0.000000,656
2022-09-08,0.000000,0.000000,0.000000,0.000000,0.000000,790
2022-09-09,0.000000,0.000000,0.000000,0.000000,0.000000,85
2022-09-10,0.000000,0.000000,0.000000,0.000000,0.000000,543
2022-09-11,0.000000,0.000000,0.000000,0.000000,0.000000,330
2022-09-12,0.000000,0.000000,0.000000,0.000000,0.000000,439
2022-09-13,0.000000,0.000000,0.000000,0.000000,0.000000,1068
2022-09-14,0.000000,0.000000,0.000000,0.000000,0.000000,990
2022-09-15,0.000000,0.000000,0.000000,0.000000,0.000000,302
2022-09-16,0.000000,0.000000,0.000000,0.000000,0.000000,355
2022-09-17,0.000000,0.000000,0.000000,0.000000,0.000000,461
2022-09-18,0.000000,0.000000,0.000000,0.000000,0.000000,95
2022-09-19,0.000000,0.000000,0.000000,0.000000,0.000000,771
2022-09-20,0.000000,0.000000,0.000000,0.000000,0.000000,401
2022-09-21,0.000000,0.000000,0.000000,0.000000,0.000000,585
2022-09-22,0.000000,0.000000,0.000000,0.000000,0.000000,426
2022-09-23,0.000000,0.000000,0.000000,0.000000,0.000000,105
2022-09-24,0.000000,0.000000,0.000000,0.000000,0.000000,363
2022-09-25,0.000000,0.000000,0.000000,0.000000,0.000000,50
2022-09-26,0.000000,0.000000,0.000000,0.000000,0.000000,412
2022-09-27,0.000000,0.000000,0.000000,0.000000,0.000000,218
2022-09-28,0.000000,0.000000,0.000000,0.000000,0.000000,619
2022-09-29,0.000000,0.000000,0.000000,0.000000,0.000000,608
2022-09-30,0.000000,0.000000,0.000000,0.000000,0.000000,557
2022-10-01,0.000000,0.000000,0.000000,0.000000,0.000000,64
2022-10-02,0.000000,0.000000,0.000000,0.000000,0.000000,1340
2022-10-03,0.000000,0.000000,0.000000,0.000000,0.000000,1335
2022-10-04,0.000000,0.000002,0.000000,0.000002,0.000002,200194
2022-10-05,0.000002,0.000002,0.000001,0.000001,0.000001,183790
2022-10-06,0.000001,0.000001,0.000001,0.000001,0.000001,40742
2022-10-07,0.000001,0.000001,0.000001,0.000001,0.000001,10805
2022-10-08,0.000001,0.000001,0.000001,0.000001,0.000001,17056
2022-10-09,0.000001,0.000001,0.000001,0.000001,0.000001,16291
2022-10-10,0.000001,0.000001,0.000001,0.000001,0.000001,13498
2022-10-11,0.000001,0.000001,0.000001,0.000001,0.000001,9432
2022-10-12,0.000001,0.000001,0.000001,0.000001,0.000001,22988
2022-10-13,0.000001,0.000002,0.000001,0.000002,0.000002,47476
2022-10-14,0.000002,0.000004,0.000002,0.000003,0.000003,184603
2022-10-15,0.000003,0.000003,0.000002,0.000002,0.000002,74066
2022-10-16,0.000002,0.000003,0.000002,0.000003,0.000003,88179
2022-10-17,0.000003,0.000004,0.000002,0.000003,0.000003,81570
2022-10-18,0.000003,0.000004,0.000003,0.000004,0.000004,158753
2022-10-19,0.000004,0.000005,0.000003,0.000004,0.000004,59247
2022-10-20,0.000004,0.000004,0.000003,0.000003,0.000003,26388
2022-10-21,0.000003,0.000004,0.000003,0.000003,0.000003,15294
2022-10-22,0.000003,0.000003,0.000002,0.000003,0.000003,38034
2022-10-23,0.000003,0.000004,0.000003,0.000004,0.000004,22351
2022-10-24,0.000004,0.000004,0.000003,0.000004,0.000004,34339
2022-10-25,0.000004,0.000007,0.000003,0.000006,0.000006,75863
2022-10-26,0.000006,0.000008,0.000004,0.000006,0.000006,156369
2022-10-27,0.000006,0.000007,0.000003,0.000004,0.000004,164128
2022-10-28,0.000004,0.000006,0.000001,0.000001,0.000001,309469
2022-10-29,0.000001,0.000002,0.000001,0.000002,0.000002,112638
2022-10-30,0.000002,0.000002,0.000001,0.000001,0.000001,36356
2022-10-31,0.000001,0.000001,0.000000,0.000001,0.000001,28423
2022-11-01,0.000001,0.000001,0.000001,0.000001,0.000001,10289
2022-11-02,0.000001,0.000001,0.000000,0.000001,0.000001,14122
2022-11-03,0.000001,0.000001,0.000000,0.000000,0.000000,8302
2022-11-04,0.000000,0.000001,0.000000,0.000000,0.000000,4714
2022-11-05,0.000000,0.000000,0.000000,0.000000,0.000000,1763
2022-11-06,0.000000,0.000001,0.000000,0.000000,0.000000,3106
2022-11-07,0.000000,0.000001,0.000000,0.000001,0.000001,6596
2022-11-08,0.000001,0.000001,0.000000,0.000001,0.000001,4851
2022-11-09,0.000001,0.000001,0.000000,0.000000,0.000000,4067
2022-11-10,0.000000,0.000001,0.000000,0.000000,0.000000,5582
2022-11-11,0.000000,0.000001,0.000000,0.000000,0.000000,5647
2022-11-12,0.000000,0.000001,0.000000,0.000000,0.000000,1803
2022-11-13,0.000000,0.000000,0.000000,0.000000,0.000000,1065
2022-11-14,0.000000,0.000000,0.000000,0.000000,0.000000,2069
2022-11-15,0.000000,0.000000,0.000000,0.000000,0.000000,788
2022-11-16,0.000000,0.000000,0.000000,0.000000,0.000000,2616
2022-11-17,0.000000,0.000000,0.000000,0.000000,0.000000,3086
2022-11-18,0.000000,0.000000,0.000000,0.000000,0.000000,4071
2022-11-19,0.000000,0.000000,0.000000,0.000000,0.000000,1354
2022-11-20,0.000000,0.000000,0.000000,0.000000,0.000000,4078
2022-11-21,0.000000,0.000000,0.000000,0.000000,0.000000,586
2022-11-22,0.000000,0.000000,0.000000,0.000000,0.000000,2694
2022-11-23,0.000000,0.000000,0.000000,0.000000,0.000000,1296
2022-11-24,0.000000,0.000000,0.000000,0.000000,0.000000,986
2022-11-25,0.000000,0.000000,0.000000,0.000000,0.000000,1181
2022-11-26,0.000000,0.000000,0.000000,0.000000,0.000000,5938
2022-11-27,0.000000,0.000000,0.000000,0.000000,0.000000,2006
2022-11-28,0.000000,0.000000,0.000000,0.000000,0.000000,743
2022-11-29,0.000000,0.000000,0.000000,0.000000,0.000000,3974
2022-11-30,0.000000,0.000000,0.000000,0.000000,0.000000,3923
2022-12-01,0.000000,0.000000,0.000000,0.000000,0.000000,1744
2022-12-02,0.000000,0.000000,0.000000,0.000000,0.000000,950
2022-12-03,0.000000,0.000000,0.000000,0.000000,0.000000,1825
2022-12-04,0.000000,0.000000,0.000000,0.000000,0.000000,141
2022-12-05,0.000000,0.000000,0.000000,0.000000,0.000000,1131
2022-12-06,0.000000,0.000000,0.000000,0.000000,0.000000,4969
2022-12-07,0.000000,0.000001,0.000000,0.000000,0.000000,15455
2022-12-08,0.000000,0.000001,0.000000,0.000000,0.000000,5792
2022-12-09,0.000000,0.000000,0.000000,0.000000,0.000000,2876
2022-12-10,0.000000,0.000000,0.000000,0.000000,0.000000,1485
2022-12-11,0.000000,0.000000,0.000000,0.000000,0.000000,7745
2022-12-12,0.000000,0.000000,0.000000,0.000000,0.000000,2196
2022-12-13,0.000000,0.000000,0.000000,0.000000,0.000000,758
2022-12-14,0.000000,0.000000,0.000000,0.000000,0.000000,2125
2022-12-15,0.000000,0.000000,0.000000,0.000000,0.000000,967
2022-12-16,0.000000,0.000000,0.000000,0.000000,0.000000,921
2022-12-17,0.000000,0.000001,0.000000,0.000000,0.000000,3719
2022-12-18,0.000000,0.000000,0.000000,0.000000,0.000000,933
2022-12-19,0.000000,0.000000,0.000000,0.000000,0.000000,1050
2022-12-20,0.000000,0.000000,0.000000,0.000000,0.000000,163
2022-12-21,0.000000,0.000000,0.000000,0.000000,0.000000,1451
2022-12-22,0.000000,0.000000,0.000000,0.000000,0.000000,793
2022-12-23,0.000000,0.000000,0.000000,0.000000,0.000000,1394
2022-12-24,0.000000,0.000000,0.000000,0.000000,0.000000,2609
2022-12-25,0.000000,0.000000,0.000000,0.000000,0.000000,1513
2022-12-26,0.000000,0.000000,0.000000,0.000000,0.000000,5336
2022-12-27,0.000000,0.000000,0.000000,0.000000,0.000000,3205
2022-12-28,0.000000,0.000000,0.000000,0.000000,0.000000,829
2022-12-29,0.000000,0.000000,0.000000,0.000000,0.000000,789
2022-12-30,0.000000,0.000000,0.000000,0.000000,0.000000,360
2022-12-31,0.000000,0.000000,0.000000,0.000000,0.000000,415
2023-01-01,0.000000,0.000000,0.000000,0.000000,0.000000,515
2023-01-02,0.000000,0.000000,0.000000,0.000000,0.000000,1232
2023-01-03,0.000000,0.000000,0.000000,0.000000,0.000000,47
2023-01-04,0.000000,0.000000,0.000000,0.000000,0.000000,1195
2023-01-05,0.000000,0.000000,0.000000,0.000000,0.000000,599
2023-01-06,0.000000,0.000000,0.000000,0.000000,0.000000,238
2023-01-07,0.000000,0.000000,0.000000,0.000000,0.000000,1750
2023-01-08,0.000000,0.000000,0.000000,0.000000,0.000000,1062
2023-01-09,0.000000,0.000000,0.000000,0.000000,0.000000,1086
2023-01-10,0.000000,0.000000,0.000000,0.000000,0.000000,2804
2023-01-11,0.000000,0.000000,0.000000,0.000000,0.000000,1143
2023-01-12,0.000000,0.000000,0.000000,0.000000,0.000000,1846
2023-01-13,0.000000,0.000000,0.000000,0.000000,0.000000,1146
2023-01-14,0.000000,0.000000,0.000000,0.000000,0.000000,421
2023-01-15,0.000000,0.000000,0.000000,0.000000,0.000000,474
2023-01-16,0.000000,0.000000,0.000000,0.000000,0.000000,6111
2023-01-17,0.000000,0.000000,0.000000,0.000000,0.000000,3092
2023-01-18,0.000000,0.000000,0.000000,0.000000,0.000000,889
2023-01-19,0.000000,0.000000,0.000000,0.000000,0.000000,505
2023-01-20,0.000000,0.000000,0.000000,0.000000,0.000000,584
2023-01-21,0.000000,0.000000,0.000000,0.000000,0.000000,810
2023-01-22,0.000000,0.000000,0.000000,0.000000,0.000000,600
2023-01-23,0.000000,0.000000,0.000000,0.000000,0.000000,7928
2023-01-24,0.000000,0.000000,0.000000,0.000000,0.000000,2723
2023-01-25,0.000000,0.000000,0.000000,0.000000,0.000000,3345
2023-01-26,0.000000,0.000000,0.000000,0.000000,0.000000,741
2023-01-27,0.000000,0.000000,0.000000,0.000000,0.000000,912
2023-01-28,0.000000,0.000000,0.000000,0.000000,0.000000,372
2023-01-29,0.000000,0.000000,0.000000,0.000000,0.000000,1668
2023-01-30,0.000000,0.000000,0.000000,0.000000,0.000000,566
2023-01-31,0.000000,0.000000,0.000000,0.000000,0.000000,2180
2023-02-01,0.000000,0.000000,0.000000,0.000000,0.000000,1065
2023-02-02,0.000000,0.000000,0.000000,0.000000,0.000000,2091
2023-02-03,0.000000,0.000000,0.000000,0.000000,0.000000,464
2023-02-04,0.000000,0.000000,0.000000,0.000000,0.000000,1223
2023-02-05,0.000000,0.000000,0.000000,0.000000,0.000000,616
2023-02-06,0.000000,0.000000,0.000000,0.000000,0.000000,97
2023-02-07,0.000000,0.000000,0.000000,0.000000,0.000000,1117
2023-02-08,0.000000,0.000000,0.000000,0.000000,0.000000,610
2023-02-09,0.000000,0.000000,0.000000,0.000000,0.000000,775
2023-02-10,0.000000,0.000000,0.000000,0.000000,0.000000,2227
2023-02-11,0.000000,0.000000,0.000000,0.000000,0.000000,248
2023-02-12,0.000000,0.000000,0.000000,0.000000,0.000000,348
2023-02-13,0.000000,0.000000,0.000000,0.000000,0.000000,1265
2023-02-14,0.000000,0.000000,0.000000,0.000000,0.000000,2027
2023-02-15,0.000000,0.000000,0.000000,0.000000,0.000000,703
2023-02-16,0.000000,0.000000,0.000000,0.000000,0.000000,965
2023-02-17,0.000000,0.000000,0.000000,0.000000,0.000000,751
2023-02-18,0.000000,0.000000,0.000000,0.000000,0.000000,789
2023-02-19,0.000000,0.000000,0.000000,0.000000,0.000000,488
2023-02-20,null,null,null,null,null,null
2023-02-21,0.000000,0.000000,0.000000,0.000000,0.000000,242
